# sample noise bias chi2_TATT chi2_NLA bayes_fac bayes_fac_err
2.100000000000000000e+01 6.500000000000000000e+01 2.140880000000000116e+00 2.303698074686608379e+02 1.062683807468660234e+03 3.328054372788307164e-187 3.328054372788307164e-187
2.100000000000000000e+01 6.600000000000000000e+01 1.044380000000000086e+00 2.158618074686610271e+02 1.007983807468660416e+03 1.777347392465280760e-178 1.777347392465280760e-178
2.100000000000000000e+01 6.700000000000000000e+01 1.692379999999999995e+00 2.043858074686604596e+02 9.657778074686602849e+02 8.369644963768364632e-172 8.369644963768364632e-172
2.100000000000000000e+01 6.800000000000000000e+01 1.655250000000000110e+00 1.940638074686603431e+02 1.051773807468660380e+03 1.017464070102607712e-192 1.017464070102607712e-192
2.100000000000000000e+01 6.900000000000000000e+01 1.715249999999999941e+00 2.119178074686606124e+02 1.050459807468660983e+03 1.478418527263789572e-188 1.478418527263789572e-188
2.100000000000000000e+01 7.000000000000000000e+01 1.309309999999999974e+00 2.255038074686608525e+02 9.731738074686609252e+02 7.987327209926423986e-169 7.987327209926423986e-169
2.100000000000000000e+01 7.100000000000000000e+01 2.155879999999999797e+00 2.273438074686609980e+02 1.031513807468660161e+03 4.301127952511349366e-181 4.301127952511349366e-181
2.100000000000000000e+01 7.200000000000000000e+01 7.993799999999999795e-01 2.310938074686609980e+02 9.573398074686601831e+02 3.585617561864625682e-164 3.585617561864625682e-164
2.100000000000000000e+01 7.300000000000000000e+01 8.228799999999999448e-01 1.856918074686609543e+02 9.929798074686605105e+02 9.047264038637586269e-182 9.047264038637586269e-182
2.100000000000000000e+01 7.400000000000000000e+01 2.291380000000000194e+00 2.608178074686602486e+02 1.086895807468660678e+03 7.521779666998118194e-186 7.521779666998118194e-186
2.100000000000000000e+01 7.500000000000000000e+01 1.951379999999999892e+00 2.128338074686607797e+02 9.016778074686608306e+02 4.745752360054927113e-156 4.745752360054927113e-156
2.100000000000000000e+01 7.600000000000000000e+01 1.218059999999999921e+00 2.232238074686601976e+02 1.042371807468660336e+03 2.405198849441515276e-184 2.405198849441515276e-184
2.100000000000000000e+01 7.700000000000000000e+01 1.461940000000000017e+00 2.163438074686609980e+02 1.034493807468660634e+03 3.961538982925857687e-184 3.961538982925857687e-184
2.100000000000000000e+01 7.800000000000000000e+01 6.284999999999999476e-01 2.180658074686607506e+02 9.562458074686610416e+02 9.186049742488111834e-167 9.186049742488111834e-167
2.100000000000000000e+01 7.900000000000000000e+01 8.907500000000000417e-01 2.296918074686609543e+02 9.895078074686607579e+02 1.840479936930905007e-171 1.840479936930905007e-171
2.100000000000000000e+01 8.000000000000000000e+01 1.340750000000000108e+00 2.325478074686607215e+02 1.006887807468660867e+03 1.291470706950273857e-174 1.291470706950273857e-174
